poll_id,pollster,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sample_size,created_at,party,candidate_id,candidate_name,pct,score change
87603,Echelon Insights,2.7,-0.8,Online Opt-In Panel,9.0,Michigan,2024-07-01,2024-07-08,607.0,7/29/24 20:13,DEM,19368,Joe Biden,45.0,1.5
87603,Echelon Insights,2.7,-0.8,Online Opt-In Panel,9.0,Michigan,2024-07-01,2024-07-08,607.0,7/29/24 20:13,DEM,19368,Joe Biden,40.0,1.5
87318,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-07-01,2024-07-05,694.0,7/6/24 13:34,DEM,19368,Joe Biden,45.0,1.5
87318,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-07-01,2024-07-05,694.0,7/6/24 13:34,DEM,19368,Joe Biden,48.0,1.5
87337,Emerson,2.9,-1.1,,7.0,Michigan,2024-06-30,2024-07-02,1000.0,7/8/24 13:02,DEM,19368,Joe Biden,44.0,1.5
87327,Remington,2.6,-0.6,,7.0,Michigan,2024-06-29,2024-07-01,584.0,7/8/24 11:32,DEM,19368,Joe Biden,42.0,1.5
87342,1983 Labs,,,Online Opt-In Panel,1.0,Michigan,2024-06-28,2024-06-30,563.0,7/8/24 13:03,DEM,19368,Joe Biden,41.0,1.5
87277,EPIC/MRA,1.9,-0.7,Live Phone,3.0,Michigan,2024-06-21,2024-06-26,600.0,6/29/24 18:46,DEM,19368,Joe Biden,45.0,1.5
87277,EPIC/MRA,1.9,-0.7,Live Phone,3.0,Michigan,2024-06-21,2024-06-26,600.0,6/29/24 18:46,DEM,19368,Joe Biden,38.0,1.5
87258,P2 Insights,1.1,0.1,Live Phone/Text-to-Web,1.0,Michigan,2024-06-11,2024-06-20,650.0,6/27/24 11:15,DEM,19368,Joe Biden,40.0,1.5
87209,Emerson,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-06-13,2024-06-18,1000.0,6/20/24 13:12,DEM,19368,Joe Biden,49.3,1.5
87209,Emerson,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-06-13,2024-06-18,1000.0,6/20/24 13:13,DEM,19368,Joe Biden,41.9,1.5
87179,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2024-06-08,2024-06-11,594.0,6/17/24 10:36,DEM,19368,Joe Biden,36.0,1.5
87110,Mitchell,2.4,-0.2,Text-to-Web,6.0,Michigan,2024-06-03,2024-06-03,710.0,6/5/24 14:04,DEM,19368,Joe Biden,47.6,1.5
87110,Mitchell,2.4,-0.2,Text-to-Web,6.0,Michigan,2024-06-03,2024-06-03,710.0,6/5/24 14:04,DEM,19368,Joe Biden,45.1,1.5
87097,Florida Atlantic University/Mainstreet Research,,,IVR/Online Opt-In Panel,6.0,Michigan,2024-05-30,2024-05-31,722.0,6/4/24 13:26,DEM,19368,Joe Biden,45.0,1.5
87097,Florida Atlantic University/Mainstreet Research,,,IVR/Online Opt-In Panel,6.0,Michigan,2024-05-30,2024-05-31,636.0,6/4/24 13:26,DEM,19368,Joe Biden,47.0,1.5
87097,Florida Atlantic University/Mainstreet Research,,,IVR/Online Opt-In Panel,6.0,Michigan,2024-05-30,2024-05-31,722.0,6/4/24 13:26,DEM,19368,Joe Biden,41.0,1.5
87097,Florida Atlantic University/Mainstreet Research,,,IVR/Online Opt-In Panel,6.0,Michigan,2024-05-30,2024-05-31,636.0,6/4/24 13:26,DEM,19368,Joe Biden,44.0,1.5
87048,Mitchell,2.4,-0.2,Text-to-Web,6.0,Michigan,2024-05-20,2024-05-21,697.0,5/28/24 20:41,DEM,19368,Joe Biden,47.0,1.5
87048,Mitchell,2.4,-0.2,Text-to-Web,6.0,Michigan,2024-05-20,2024-05-21,697.0,5/28/24 20:41,DEM,19368,Joe Biden,45.0,1.5
87263,P2 Insights,1.1,0.1,Live Phone/Text-to-Web,1.0,Michigan,2024-05-13,2024-05-21,650.0,6/27/24 15:02,DEM,19368,Joe Biden,37.0,1.5
87426,KAConsulting LLC,1.5,-0.1,Live Phone/Online Opt-In Panel,3.5,Michigan,2024-05-15,2024-05-19,600.0,7/16/24 09:34,DEM,19368,Joe Biden,44.0,1.5
87426,KAConsulting LLC,1.5,-0.1,Live Phone/Online Opt-In Panel,3.5,Michigan,2024-05-15,2024-05-19,600.0,7/16/24 09:34,DEM,19368,Joe Biden,41.0,1.5
87006,Prime Group,,,Online Opt-In Panel,1.0,Michigan,2024-05-09,2024-05-16,482.0,5/22/24 15:07,DEM,19368,Joe Biden,52.0,1.5
87006,Prime Group,,,Online Opt-In Panel,1.0,Michigan,2024-05-09,2024-05-16,482.0,5/22/24 15:07,DEM,19368,Joe Biden,44.0,1.5
87017,Benenson Strategy Group/GS Strategy Group,,,Online Opt-In Panel/Text-to-Web,0.0,Michigan,2024-05-06,2024-05-13,606.0,5/23/24 09:34,DEM,19368,Joe Biden,40.0,1.5
87017,Benenson Strategy Group/GS Strategy Group,,,Online Opt-In Panel/Text-to-Web,0.0,Michigan,2024-05-06,2024-05-13,606.0,5/23/24 09:35,DEM,19368,Joe Biden,45.0,1.5
86990,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-05-08,2024-05-12,704.0,5/22/24 11:20,DEM,19368,Joe Biden,42.0,1.5
86990,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-05-08,2024-05-12,704.0,5/22/24 11:20,DEM,19368,Joe Biden,46.0,1.5
86899,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2024-04-28,2024-05-09,616.0,5/13/24 10:12,DEM,19368,Joe Biden,36.0,1.5
86899,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2024-04-28,2024-05-09,616.0,5/13/24 10:12,DEM,19368,Joe Biden,42.0,1.5
86899,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2024-04-28,2024-05-09,616.0,5/13/24 10:13,DEM,19368,Joe Biden,42.0,1.5
86899,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2024-04-28,2024-05-09,616.0,5/13/24 10:13,DEM,19368,Joe Biden,47.0,1.5
86906,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2024-05-02,2024-05-04,522.0,5/13/24 10:48,DEM,19368,Joe Biden,37.0,1.5
86750,Emerson,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-04-25,2024-04-29,1000.0,4/30/24 09:15,DEM,19368,Joe Biden,47.9,1.5
86750,Emerson,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-04-25,2024-04-29,1000.0,4/30/24 09:15,DEM,19368,Joe Biden,42.1,1.5
86740,YouGov,3.0,-1.1,Online Matched Sample,9.0,Michigan,2024-04-19,2024-04-25,1262.0,4/28/24 11:53,DEM,19368,Joe Biden,51.0,1.5
86740,YouGov,3.0,-1.1,Online Matched Sample,9.0,Michigan,2024-04-19,2024-04-25,1262.0,4/28/24 11:53,DEM,19368,Joe Biden,45.0,1.5
86733,Kaplan Strategies,2.0,-0.9,Online Opt-In Panel/Text-to-Web,4.5,Michigan,2024-04-20,2024-04-21,804.0,4/26/24 09:30,DEM,19368,Joe Biden,36.0,1.5
86800,John Zogby Strategies,1.8,0.0,Online Opt-In Panel,5.0,Michigan,2024-04-13,2024-04-21,640.0,5/1/24 18:29,DEM,19368,Joe Biden,44.6,1.5
86689,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2024-04-11,2024-04-16,1126.0,4/18/24 20:54,DEM,19368,Joe Biden,40.0,1.5
86689,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2024-04-11,2024-04-16,1126.0,4/18/24 20:54,DEM,19368,Joe Biden,46.0,1.5
86720,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-04-08,2024-04-15,708.0,4/24/24 11:10,DEM,19368,Joe Biden,43.0,1.5
86720,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-04-08,2024-04-15,708.0,4/24/24 11:10,DEM,19368,Joe Biden,47.0,1.5
86675,MRG (Marketing Resource Group),1.8,0.1,Live Phone,6.0,Michigan,2024-04-08,2024-04-11,600.0,4/17/24 12:25,DEM,19368,Joe Biden,36.0,1.5
86675,MRG (Marketing Resource Group),1.8,0.1,Live Phone,6.0,Michigan,2024-04-08,2024-04-11,600.0,4/17/24 12:25,DEM,19368,Joe Biden,34.0,1.5
86920,Big Data Poll,1.1,0.2,Live Phone/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-03-26,2024-03-30,1218.0,5/14/24 09:14,DEM,19368,Joe Biden,43.8,1.5
86920,Big Data Poll,1.1,0.2,Live Phone/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-03-26,2024-03-30,1145.0,5/14/24 09:14,DEM,19368,Joe Biden,44.7,1.5
86920,Big Data Poll,1.1,0.2,Live Phone/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-03-26,2024-03-30,1218.0,5/14/24 09:14,DEM,19368,Joe Biden,41.2,1.5
86920,Big Data Poll,1.1,0.2,Live Phone/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-03-26,2024-03-30,1145.0,5/14/24 09:14,DEM,19368,Joe Biden,42.2,1.5
86920,Big Data Poll,1.1,0.2,Live Phone/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-03-26,2024-03-30,1218.0,5/14/24 09:15,DEM,19368,Joe Biden,42.2,1.5
86920,Big Data Poll,1.1,0.2,Live Phone/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-03-26,2024-03-30,1145.0,5/14/24 09:15,DEM,19368,Joe Biden,42.9,1.5
86920,Big Data Poll,1.1,0.2,Live Phone/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-03-26,2024-03-30,1218.0,5/14/24 09:15,DEM,19368,Joe Biden,48.5,1.5
86920,Big Data Poll,1.1,0.2,Live Phone/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-03-26,2024-03-30,1145.0,5/14/24 09:15,DEM,19368,Joe Biden,48.5,1.5
86603,Spry Strategies,1.5,0.2,IVR/Text-to-Web,4.0,Michigan,2024-03-25,2024-03-28,709.0,4/4/24 09:33,DEM,19368,Joe Biden,43.7,1.5
86603,Spry Strategies,1.5,0.2,IVR/Text-to-Web,4.0,Michigan,2024-03-25,2024-03-28,709.0,4/4/24 09:33,DEM,19368,Joe Biden,39.8,1.5
86584,Fabrizio/GBAO,,,Live Phone/Text-to-Web,6.0,Michigan,2024-03-17,2024-03-24,600.0,4/2/24 22:05,DEM,19368,Joe Biden,37.0,1.5
86584,Fabrizio/GBAO,,,Live Phone/Text-to-Web,6.0,Michigan,2024-03-17,2024-03-24,600.0,4/2/24 22:05,DEM,19368,Joe Biden,40.0,1.5
86584,Fabrizio/GBAO,,,Live Phone/Text-to-Web,6.0,Michigan,2024-03-17,2024-03-24,600.0,4/2/24 22:05,DEM,19368,Joe Biden,45.0,1.5
87462,Emerson,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-03-16,2024-03-20,1000.0,7/18/24 09:42,DEM,19368,Joe Biden,43.6,1.5
86662,Echelon Insights,2.7,-0.8,Live Phone/Text-to-Web,9.0,Michigan,2024-03-12,2024-03-19,400.0,4/15/24 11:08,DEM,19368,Joe Biden,45.0,1.5
86502,Emerson,2.9,-1.1,IVR/Online Opt-In Panel/Email,7.0,Michigan,2024-03-14,2024-03-18,1000.0,3/21/24 09:22,DEM,19368,Joe Biden,49.7,1.5
86502,Emerson,2.9,-1.1,IVR/Online Opt-In Panel/Email,7.0,Michigan,2024-03-14,2024-03-18,1000.0,3/21/24 09:22,DEM,19368,Joe Biden,40.6,1.5
86509,CNN/SSRS,2.8,-0.6,Live Phone/Probability Panel,10.0,Michigan,2024-03-13,2024-03-18,1097.0,3/22/24 10:01,DEM,19368,Joe Biden,42.0,1.5
86509,CNN/SSRS,2.8,-0.6,Live Phone/Probability Panel,10.0,Michigan,2024-03-13,2024-03-18,1097.0,3/22/24 10:01,DEM,19368,Joe Biden,34.0,1.5
86531,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2024-03-14,2024-03-17,616.0,3/25/24 12:43,DEM,19368,Joe Biden,39.0,1.5
86511,Mitchell,2.4,-0.2,Text-to-Web,6.0,Michigan,2024-03-15,2024-03-16,627.0,3/24/24 13:06,DEM,19368,Joe Biden,44.0,1.5
86511,Mitchell,2.4,-0.2,Text-to-Web,6.0,Michigan,2024-03-15,2024-03-16,627.0,3/24/24 13:06,DEM,19368,Joe Biden,42.0,1.5
86472,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,2024-03-08,2024-03-12,1487.0,3/14/24 14:41,DEM,19368,Joe Biden,45.0,1.5
86472,Quinnipiac,2.8,-0.5,Live Phone,9.0,Michigan,2024-03-08,2024-03-12,1487.0,3/14/24 14:41,DEM,19368,Joe Biden,36.0,1.5
86547,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-03-08,2024-03-12,698.0,3/26/24 11:26,DEM,19368,Joe Biden,40.0,1.5
86547,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-03-08,2024-03-12,698.0,3/26/24 11:26,DEM,19368,Joe Biden,45.0,1.5
86192,North Star Opinion Research,1.1,0.3,Live Phone/Text-to-Web,3.0,Michigan,2024-02-22,2024-02-25,600.0,2/26/24 16:46,DEM,19368,Joe Biden,43.0,1.5
86181,Emerson,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web/Email,7.0,Michigan,2024-02-20,2024-02-24,1000.0,2/26/24 07:25,DEM,19368,Joe Biden,44.0,1.5
86181,Emerson,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web/Email,7.0,Michigan,2024-02-20,2024-02-24,1000.0,2/26/24 07:25,DEM,19368,Joe Biden,38.7,1.5
86193,Kaplan Strategies,2.0,-0.9,,4.5,Michigan,2024-02-22,2024-02-23,1019.0,2/26/24 16:46,DEM,19368,Joe Biden,36.0,1.5
86140,EPIC/MRA,1.9,-0.7,Live Phone,3.0,Michigan,2024-02-13,2024-02-18,600.0,2/21/24 09:52,DEM,19368,Joe Biden,41.0,1.5
86232,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-02-12,2024-02-18,702.0,2/29/24 09:44,DEM,19368,Joe Biden,40.0,1.5
86232,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-02-12,2024-02-18,702.0,2/29/24 09:44,DEM,19368,Joe Biden,44.0,1.5
85960,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2024-02-08,2024-02-12,1106.0,2/14/24 21:20,DEM,19368,Joe Biden,45.0,1.5
85960,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2024-02-08,2024-02-12,1106.0,2/14/24 21:21,DEM,19368,Joe Biden,37.0,1.5
85960,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2024-02-08,2024-02-12,1106.0,2/14/24 21:21,DEM,19368,Joe Biden,42.0,1.5
85960,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,6.0,Michigan,2024-02-08,2024-02-12,1106.0,2/14/24 21:21,DEM,19368,Joe Biden,35.0,1.5
86245,Focaldata,,,Online Opt-In Panel,3.0,Michigan,2024-01-17,2024-01-23,933.0,3/1/24 14:14,DEM,19368,Joe Biden,41.0,1.5
86245,Focaldata,,,Online Opt-In Panel,3.0,Michigan,2024-01-17,2024-01-23,,3/1/24 14:14,DEM,19368,Joe Biden,50.6,1.5
85767,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-01-16,2024-01-21,703.0,1/31/24 10:44,DEM,19368,Joe Biden,37.0,1.5
85767,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2024-01-16,2024-01-21,703.0,1/31/24 10:44,DEM,19368,Joe Biden,42.0,1.5
85602,Target Insyght,1.0,0.3,,1.0,Michigan,2024-01-04,2024-01-10,800.0,1/12/24 17:15,DEM,19368,Joe Biden,45.0,1.5
85576,Glengariff Group Inc.,1.5,-0.2,,1.0,Michigan,2024-01-02,2024-01-06,600.0,1/9/24 17:10,DEM,19368,Joe Biden,39.0,1.5
85576,Glengariff Group Inc.,1.5,-0.2,,1.0,Michigan,2024-01-02,2024-01-06,600.0,1/9/24 17:11,DEM,19368,Joe Biden,29.0,1.5
85576,Glengariff Group Inc.,1.5,-0.2,,1.0,Michigan,2024-01-02,2024-01-06,600.0,1/9/24 17:11,DEM,19368,Joe Biden,34.0,1.5
85543,John Zogby Strategies,1.8,0.0,Online Opt-In Panel,5.0,Michigan,2024-01-02,2024-01-04,602.0,1/7/24 13:15,DEM,19368,Joe Biden,44.0,1.5
85549,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2023-12-28,2023-12-30,832.0,1/8/24 11:07,DEM,19368,Joe Biden,37.0,1.5
84962,CNN/SSRS,2.8,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web,10.0,Michigan,2023-11-29,2023-12-06,1197.0,12/11/23 10:11,DEM,19368,Joe Biden,40.0,1.5
84962,CNN/SSRS,2.8,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web,10.0,Michigan,2023-11-29,2023-12-06,1197.0,12/11/23 10:11,DEM,19368,Joe Biden,38.0,1.5
84962,CNN/SSRS,2.8,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web,10.0,Michigan,2023-11-29,2023-12-06,1197.0,12/11/23 10:11,DEM,19368,Joe Biden,42.0,1.5
84962,CNN/SSRS,2.8,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web,10.0,Michigan,2023-11-29,2023-12-06,1197.0,12/11/23 10:11,DEM,19368,Joe Biden,31.0,1.5
85340,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2023-11-27,2023-12-06,703.0,12/14/23 09:46,DEM,19368,Joe Biden,35.0,1.5
85340,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2023-11-27,2023-12-06,703.0,12/14/23 09:46,DEM,19368,Joe Biden,42.0,1.5
84865,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2023-11-27,2023-11-29,874.0,12/5/23 12:20,DEM,19368,Joe Biden,38.0,1.5
84865,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2023-11-27,2023-11-29,874.0,12/5/23 12:20,DEM,19368,Joe Biden,39.0,1.5
84865,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2023-11-27,2023-11-29,874.0,12/5/23 12:20,DEM,19368,Joe Biden,37.0,1.5
86926,Big Data Poll,1.1,0.2,Online Opt-In Panel/Text-to-Web/Text,7.0,Michigan,2023-11-16,2023-11-19,1273.0,5/14/24 09:17,DEM,19368,Joe Biden,36.0,1.5
86926,Big Data Poll,1.1,0.2,Online Opt-In Panel/Text-to-Web/Text,7.0,Michigan,2023-11-16,2023-11-19,1200.0,5/14/24 09:17,DEM,19368,Joe Biden,37.1,1.5
86926,Big Data Poll,1.1,0.2,Online Opt-In Panel/Text-to-Web/Text,7.0,Michigan,2023-11-16,2023-11-19,1273.0,5/14/24 09:17,DEM,19368,Joe Biden,35.1,1.5
86926,Big Data Poll,1.1,0.2,Online Opt-In Panel/Text-to-Web/Text,7.0,Michigan,2023-11-16,2023-11-19,1200.0,5/14/24 09:17,DEM,19368,Joe Biden,36.0,1.5
86926,Big Data Poll,1.1,0.2,Online Opt-In Panel/Text-to-Web/Text,7.0,Michigan,2023-11-16,2023-11-19,1273.0,5/14/24 09:17,DEM,19368,Joe Biden,36.2,1.5
86926,Big Data Poll,1.1,0.2,Online Opt-In Panel/Text-to-Web/Text,7.0,Michigan,2023-11-16,2023-11-19,1200.0,5/14/24 09:17,DEM,19368,Joe Biden,37.2,1.5
84709,EPIC/MRA,1.9,-0.7,Live Phone,3.0,Michigan,2023-11-10,2023-11-16,600.0,11/18/23 10:33,DEM,19368,Joe Biden,41.0,1.5
84709,EPIC/MRA,1.9,-0.7,Live Phone,3.0,Michigan,2023-11-10,2023-11-16,600.0,11/18/23 10:33,DEM,19368,Joe Biden,36.0,1.5
84652,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2023-10-30,2023-11-07,700.0,11/10/23 09:24,DEM,19368,Joe Biden,43.0,1.5
84652,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2023-10-30,2023-11-07,700.0,11/10/23 09:24,DEM,19368,Joe Biden,38.0,1.5
84619,Emerson,2.9,-1.1,IVR/Online Opt-In Panel,7.0,Michigan,2023-10-30,2023-11-04,1000.0,11/9/23 09:38,DEM,19368,Joe Biden,42.6,1.5
84619,Emerson,2.9,-1.1,IVR/Online Opt-In Panel,7.0,Michigan,2023-10-30,2023-11-04,788.0,11/9/23 09:38,DEM,19368,Joe Biden,44.4,1.5
84544,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2023-10-22,2023-11-03,616.0,11/5/23 10:59,DEM,19368,Joe Biden,43.0,1.5
84544,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2023-10-22,2023-11-03,616.0,11/5/23 10:59,DEM,19368,Joe Biden,46.0,1.5
84544,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2023-10-22,2023-11-03,616.0,11/6/23 11:14,DEM,19368,Joe Biden,42.0,1.5
84544,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2023-10-22,2023-11-03,616.0,11/6/23 11:15,DEM,19368,Joe Biden,44.0,1.5
84544,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2023-10-22,2023-11-03,616.0,11/6/23 11:15,DEM,19368,Joe Biden,35.0,1.5
84544,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2023-10-22,2023-11-03,616.0,11/6/23 11:15,DEM,19368,Joe Biden,36.0,1.5
84544,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2023-10-22,2023-11-03,616.0,11/7/23 09:05,DEM,19368,Joe Biden,31.0,1.5
84544,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2023-10-22,2023-11-03,616.0,11/7/23 09:05,DEM,19368,Joe Biden,34.0,1.5
84452,Morning Consult,1.9,-0.3,Online Opt-In Panel,3.0,Michigan,2023-10-05,2023-10-10,706.0,10/19/23 09:38,DEM,19368,Joe Biden,44.0,1.5
84413,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2023-10-07,2023-10-09,820.0,10/15/23 14:15,DEM,19368,Joe Biden,41.0,1.5
84413,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2023-10-07,2023-10-09,820.0,10/15/23 14:16,DEM,19368,Joe Biden,38.0,1.5
84369,MRG (Marketing Resource Group),1.8,0.1,Live Phone,6.0,Michigan,2023-10-02,2023-10-08,600.0,10/11/23 10:15,DEM,19368,Joe Biden,35.1,1.5
89375,AtlasIntel,2.7,-0.8,Online Ad,6.0,Michigan,2024-11-03,2024-11-04,1113.0,11/4/24 19:24,DEM,16661,Kamala Harris,47.8,-4.699999999999996
89375,AtlasIntel,2.7,-0.8,Online Ad,6.0,Michigan,2024-11-03,2024-11-04,1113.0,11/4/24 19:24,DEM,16661,Kamala Harris,48.3,-4.699999999999996
89322,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Michigan,2024-11-02,2024-11-03,450.0,11/4/24 08:43,DEM,16661,Kamala Harris,49.0,-4.699999999999996
89291,Patriot Polling,1.1,0.6,IVR/Text,5.0,Michigan,2024-11-01,2024-11-03,858.0,11/3/24 12:45,DEM,16661,Kamala Harris,49.2,-4.699999999999996
89315,Trafalgar Group,0.7,0.6,IVR/Live Phone/Text/Online Opt-In Panel/Email,4.0,Michigan,2024-11-01,2024-11-03,1079.0,11/3/24 21:49,DEM,16661,Kamala Harris,47.4,-4.699999999999996
89246,AtlasIntel,2.7,-0.8,Online Ad,6.0,Michigan,2024-11-01,2024-11-02,1198.0,11/2/24 20:35,DEM,16661,Kamala Harris,47.8,-4.699999999999996
89246,AtlasIntel,2.7,-0.8,Online Ad,6.0,Michigan,2024-11-01,2024-11-02,1198.0,11/2/24 20:35,DEM,16661,Kamala Harris,48.2,-4.699999999999996
89303,InsiderAdvantage,2.0,-0.3,,5.0,Michigan,2024-11-01,2024-11-02,800.0,11/3/24 16:26,DEM,16661,Kamala Harris,47.3,-4.699999999999996
89337,Emerson,2.9,-1.1,IVR/Online Opt-In Panel/Text-to-Web,7.0,Michigan,2024-10-30,2024-11-02,790.0,11/4/24 09:15,DEM,16661,Kamala Harris,50.5,-4.699999999999996
89274,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2024-10-29,2024-11-02,998.0,11/3/24 09:22,DEM,16661,Kamala Harris,44.0,-4.699999999999996
89274,Siena/NYT,3.0,-1.5,Live Phone,9.0,Michigan,2024-10-29,2024-11-02,998.0,11/3/24 09:22,DEM,16661,Kamala Harris,42.0,-4.699999999999996
