poll_id,pollster,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sample_size,created_at,party,candidate_id,candidate_name,pct
58192,Glengariff Group Inc.,1.5,-0.2,Live Phone,,Michigan,2019-05-28,2019-05-30,600.0,6/4/19 23:07,DEM,13288,Kamala Harris,46.8
58192,Glengariff Group Inc.,1.5,-0.2,Live Phone,,Michigan,2019-05-28,2019-05-30,600.0,6/4/19 23:07,REP,13254,Donald Trump,43.5
58452,EPIC/MRA,1.9,-0.7,Live Phone,,Michigan,2019-06-08,2019-06-12,600.0,6/14/19 08:19,REP,13254,Donald Trump,41.0
58483,Øptimus,,-0.2,Live Phone/Text-to-Web,,Michigan,2019-06-11,2019-06-13,587.0,6/18/19 08:32,REP,13254,Donald Trump,44.0
58483,Øptimus,,-0.2,Live Phone/Text-to-Web,,Michigan,2019-06-11,2019-06-13,587.0,6/18/19 08:32,REP,13254,Donald Trump,43.0
58483,Øptimus,,-0.2,Live Phone/Text-to-Web,,Michigan,2019-06-11,2019-06-13,587.0,6/18/19 08:32,REP,13254,Donald Trump,44.0
58483,Øptimus,,-0.2,Live Phone/Text-to-Web,,Michigan,2019-06-11,2019-06-13,587.0,6/18/19 08:32,REP,13254,Donald Trump,43.0
58748,Climate Nexus,,,Online Opt-In Panel,,Michigan,2019-07-14,2019-07-17,820.0,7/29/19 09:23,REP,13254,Donald Trump,37.0
58748,Climate Nexus,,,Online Opt-In Panel,,Michigan,2019-07-14,2019-07-17,820.0,7/29/19 09:23,REP,13254,Donald Trump,38.0
58748,Climate Nexus,,,Online Opt-In Panel,,Michigan,2019-07-14,2019-07-17,820.0,7/29/19 09:23,REP,13254,Donald Trump,36.0
58748,Climate Nexus,,,Online Opt-In Panel,,Michigan,2019-07-14,2019-07-17,820.0,7/29/19 09:23,REP,13254,Donald Trump,38.0
58748,Climate Nexus,,,Online Opt-In Panel,,Michigan,2019-07-14,2019-07-17,820.0,7/29/19 09:23,REP,13254,Donald Trump,37.0
58748,Climate Nexus,,,Online Opt-In Panel,,Michigan,2019-07-14,2019-07-17,820.0,7/29/19 09:23,REP,13254,Donald Trump,37.0
58748,Climate Nexus,,,Online Opt-In Panel,,Michigan,2019-07-14,2019-07-17,820.0,7/29/19 09:23,DEM,13288,Kamala Harris,41.0
59450,EPIC/MRA,1.9,-0.7,Live Phone,,Michigan,2019-08-17,2019-08-21,600.0,8/28/19 06:41,REP,13254,Donald Trump,43.0
59450,EPIC/MRA,1.9,-0.7,Live Phone,,Michigan,2019-08-17,2019-08-21,600.0,8/28/19 06:41,DEM,13288,Kamala Harris,46.0
59450,EPIC/MRA,1.9,-0.7,Live Phone,,Michigan,2019-08-17,2019-08-21,600.0,8/28/19 06:41,REP,13254,Donald Trump,44.0
59450,EPIC/MRA,1.9,-0.7,Live Phone,,Michigan,2019-08-17,2019-08-21,600.0,8/28/19 06:41,REP,13254,Donald Trump,43.0
59450,EPIC/MRA,1.9,-0.7,Live Phone,,Michigan,2019-08-17,2019-08-21,600.0,8/28/19 06:41,REP,13254,Donald Trump,41.0
59557,Øptimus,,-0.2,Live Phone/Text-to-Web,,Michigan,2019-09-07,2019-09-09,529.0,9/12/19 19:25,REP,13254,Donald Trump,42.0
59557,Øptimus,,-0.2,Live Phone/Text-to-Web,,Michigan,2019-09-07,2019-09-09,529.0,9/12/19 19:24,REP,13254,Donald Trump,43.0
59557,Øptimus,,-0.2,Live Phone/Text-to-Web,,Michigan,2019-09-07,2019-09-09,529.0,9/12/19 19:24,REP,13254,Donald Trump,41.0
59737,Target Insyght,1.0,0.3,Live Phone,,Michigan,2019-09-25,2019-09-26,804.0,9/30/19 23:07,REP,13254,Donald Trump,35.0
62550,Siena/NYT,3.0,-1.5,Live Phone,,Michigan,2019-10-13,2019-10-25,501.0,11/4/19 08:39,REP,13254,Donald Trump,44.65
62550,Siena/NYT,3.0,-1.5,Live Phone,,Michigan,2019-10-13,2019-10-25,501.0,11/4/19 08:39,REP,13254,Donald Trump,45.53
62550,Siena/NYT,3.0,-1.5,Live Phone,,Michigan,2019-10-13,2019-10-25,501.0,11/4/19 08:39,REP,13254,Donald Trump,44.67
62550,Siena/NYT,3.0,-1.5,Live Phone,,Michigan,2019-10-13,2019-10-25,501.0,11/4/19 08:39,REP,13254,Donald Trump,44.07
62550,Siena/NYT,3.0,-1.5,Live Phone,,Michigan,2019-10-13,2019-10-25,501.0,11/4/19 08:39,REP,13254,Donald Trump,42.39
62550,Siena/NYT,3.0,-1.5,Live Phone,,Michigan,2019-10-13,2019-10-25,501.0,11/4/19 08:39,REP,13254,Donald Trump,42.89
62538,Emerson,2.9,-1.1,IVR/Online Opt-In Panel,,Michigan,2019-10-31,2019-11-03,1051.0,11/3/19 18:18,REP,13254,Donald Trump,46.3
62538,Emerson,2.9,-1.1,IVR/Online Opt-In Panel,,Michigan,2019-10-31,2019-11-03,1051.0,11/3/19 18:18,REP,13254,Donald Trump,43.1
62538,Emerson,2.9,-1.1,IVR/Online Opt-In Panel,,Michigan,2019-10-31,2019-11-03,1051.0,11/3/19 18:18,REP,13254,Donald Trump,44.2
63027,Øptimus,,-0.2,Live Phone/Text-to-Web,,Michigan,2019-12-03,2019-12-05,551.0,12/9/19 08:34,REP,13254,Donald Trump,47.83
63027,Øptimus,,-0.2,Live Phone/Text-to-Web,,Michigan,2019-12-03,2019-12-05,551.0,12/9/19 08:34,REP,13254,Donald Trump,47.94
63027,Øptimus,,-0.2,Live Phone/Text-to-Web,,Michigan,2019-12-03,2019-12-05,551.0,12/9/19 08:34,REP,13254,Donald Trump,47.56
63027,Øptimus,,-0.2,Live Phone/Text-to-Web,,Michigan,2019-12-03,2019-12-05,551.0,12/9/19 08:34,REP,13254,Donald Trump,47.44
63027,Øptimus,,-0.2,Live Phone/Text-to-Web,,Michigan,2019-12-03,2019-12-05,551.0,12/9/19 08:34,REP,13254,Donald Trump,46.28
63238,Glengariff Group Inc.,1.5,-0.2,Live Phone,,Michigan,2020-01-03,2020-01-07,600.0,1/8/20 23:30,REP,13254,Donald Trump,43.2
63238,Glengariff Group Inc.,1.5,-0.2,Live Phone,,Michigan,2020-01-03,2020-01-07,600.0,1/8/20 23:30,REP,13254,Donald Trump,44.8
63238,Glengariff Group Inc.,1.5,-0.2,Live Phone,,Michigan,2020-01-03,2020-01-07,600.0,1/8/20 23:30,REP,13254,Donald Trump,44.0
63238,Glengariff Group Inc.,1.5,-0.2,Live Phone,,Michigan,2020-01-03,2020-01-07,600.0,1/8/20 23:30,REP,13254,Donald Trump,43.2
63238,Glengariff Group Inc.,1.5,-0.2,Live Phone,,Michigan,2020-01-03,2020-01-07,600.0,1/8/20 23:30,REP,13254,Donald Trump,41.2
63277,EPIC/MRA,1.9,-0.7,Live Phone,,Michigan,2020-01-09,2020-01-12,600.0,1/15/20 07:47,REP,13254,Donald Trump,44.0
63277,EPIC/MRA,1.9,-0.7,Live Phone,,Michigan,2020-01-09,2020-01-12,600.0,1/15/20 07:47,REP,13254,Donald Trump,45.0
63277,EPIC/MRA,1.9,-0.7,Live Phone,,Michigan,2020-01-09,2020-01-12,600.0,1/15/20 07:47,REP,13254,Donald Trump,43.0
63277,EPIC/MRA,1.9,-0.7,Live Phone,,Michigan,2020-01-09,2020-01-12,600.0,1/15/20 07:47,REP,13254,Donald Trump,42.0
63277,EPIC/MRA,1.9,-0.7,Live Phone,,Michigan,2020-01-09,2020-01-12,600.0,1/15/20 07:47,REP,13254,Donald Trump,45.0
64470,Quinnipiac,2.8,-0.5,Live Phone,,Michigan,2020-02-12,2020-02-18,845.0,2/20/20 12:05,REP,13254,Donald Trump,43.0
64470,Quinnipiac,2.8,-0.5,Live Phone,,Michigan,2020-02-12,2020-02-18,845.0,2/20/20 12:05,REP,13254,Donald Trump,43.0
64470,Quinnipiac,2.8,-0.5,Live Phone,,Michigan,2020-02-12,2020-02-18,845.0,2/20/20 12:05,REP,13254,Donald Trump,44.0
64470,Quinnipiac,2.8,-0.5,Live Phone,,Michigan,2020-02-12,2020-02-18,845.0,2/20/20 12:05,REP,13254,Donald Trump,44.0
64470,Quinnipiac,2.8,-0.5,Live Phone,,Michigan,2020-02-12,2020-02-18,845.0,2/20/20 12:05,REP,13254,Donald Trump,43.0
64741,Expedition Strategies,1.2,0.3,Online Opt-In Panel,,Michigan,2020-02-06,2020-02-18,500.0,3/7/20 00:26,REP,13254,Donald Trump,43.0
64741,Expedition Strategies,1.2,0.3,Online Opt-In Panel,,Michigan,2020-02-06,2020-02-18,500.0,3/7/20 00:26,REP,13254,Donald Trump,42.0
64741,Expedition Strategies,1.2,0.3,Online Opt-In Panel,,Michigan,2020-02-06,2020-02-18,500.0,3/7/20 00:26,REP,13254,Donald Trump,40.0
64741,Expedition Strategies,1.2,0.3,Online Opt-In Panel,,Michigan,2020-02-06,2020-02-18,500.0,3/7/20 00:26,REP,13254,Donald Trump,41.0
64470,Quinnipiac,2.8,-0.5,Live Phone,,Michigan,2020-02-12,2020-02-18,845.0,2/20/20 12:05,REP,13254,Donald Trump,42.0
64499,University of Wisconsin Elections Research Center/YouGov,,,Online Matched Sample,9.0,Michigan,2020-02-11,2020-02-20,1249.0,2/23/20 08:20,REP,13254,Donald Trump,41.0
64499,University of Wisconsin Elections Research Center/YouGov,,,Online Matched Sample,9.0,Michigan,2020-02-11,2020-02-20,1249.0,2/23/20 08:20,REP,13254,Donald Trump,41.0
64499,University of Wisconsin Elections Research Center/YouGov,,,Online Matched Sample,9.0,Michigan,2020-02-11,2020-02-20,1249.0,2/23/20 08:20,REP,13254,Donald Trump,41.0
64499,University of Wisconsin Elections Research Center/YouGov,,,Online Matched Sample,9.0,Michigan,2020-02-11,2020-02-20,1249.0,2/23/20 08:20,REP,13254,Donald Trump,43.0
64499,University of Wisconsin Elections Research Center/YouGov,,,Online Matched Sample,9.0,Michigan,2020-02-11,2020-02-20,1249.0,2/23/20 08:20,REP,13254,Donald Trump,43.0
64755,Øptimus,,-0.2,Live Phone/Text-to-Web,,Michigan,2020-03-05,2020-03-07,550.0,3/9/20 08:49,REP,13254,Donald Trump,47.64
64755,Øptimus,,-0.2,Live Phone/Text-to-Web,,Michigan,2020-03-05,2020-03-07,550.0,3/9/20 08:49,REP,13254,Donald Trump,46.49
64766,YouGov,3.0,-1.1,Online Matched Sample,8.0,Michigan,2020-03-06,2020-03-08,566.0,3/9/20 14:12,REP,13254,Donald Trump,41.0
64764,Monmouth,2.9,-0.9,Live Phone,10.0,Michigan,2020-03-05,2020-03-08,977.0,3/9/20 13:05,REP,13254,Donald Trump,41.0
64764,Monmouth,2.9,-0.9,Live Phone,10.0,Michigan,2020-03-05,2020-03-08,977.0,3/9/20 13:05,REP,13254,Donald Trump,41.0
64766,YouGov,3.0,-1.1,Online Matched Sample,8.0,Michigan,2020-03-06,2020-03-08,566.0,3/9/20 14:12,REP,13254,Donald Trump,42.0
64774,AtlasIntel,2.7,-0.8,Online Opt-In Panel,5.0,Michigan,2020-03-07,2020-03-09,1100.0,3/9/20 22:41,REP,13254,Donald Trump,43.4
64774,AtlasIntel,2.7,-0.8,Online Opt-In Panel,5.0,Michigan,2020-03-07,2020-03-09,1100.0,3/9/20 22:41,REP,13254,Donald Trump,45.5
65002,Hodas & Associates,,,Live Phone,,Michigan,2020-03-12,2020-03-16,600.0,3/27/20 06:20,REP,13254,Donald Trump,45.17
65002,Hodas & Associates,,,Live Phone,,Michigan,2020-03-12,2020-03-16,600.0,3/27/20 06:20,REP,13254,Donald Trump,44.67
64982,MRG (Marketing Resource Group),1.8,0.1,Live Phone,,Michigan,2020-03-16,2020-03-20,600.0,3/25/20 10:20,REP,13254,Donald Trump,41.0
64985,Baldwin Wallace University/Oakland University/Ohio Northern University,2.1,0.0,Email,,Michigan,2020-03-17,2020-03-25,997.0,3/26/20 05:53,REP,13254,Donald Trump,42.3
64985,Baldwin Wallace University/Oakland University/Ohio Northern University,2.1,0.0,Email,,Michigan,2020-03-17,2020-03-25,997.0,3/26/20 05:52,REP,13254,Donald Trump,42.2
65668,Spry Strategies,1.5,0.2,IVR,,Michigan,2020-03-30,2020-04-01,602.0,4/3/20 19:35,REP,13254,Donald Trump,46.12
65060,PPP,1.4,0.0,IVR/Text,,Michigan,2020-03-31,2020-04-01,1019.0,4/2/20 16:57,REP,13254,Donald Trump,45.0
65734,Hart Research Associates,1.0,0.2,Online Opt-In Panel,,Michigan,2020-04-06,2020-04-08,303.0,4/13/20 14:10,REP,13254,Donald Trump,41.0
65907,Hodas & Associates,,,Live Phone,,Michigan,2020-04-09,2020-04-11,600.0,4/24/20 06:00,REP,13254,Donald Trump,43.33
65863,Ipsos,2.8,-0.9,Probability Panel,,Michigan,2020-04-15,2020-04-20,642.0,4/23/20 12:37,REP,13254,Donald Trump,36.0
65863,Ipsos,2.8,-0.9,Probability Panel,,Michigan,2020-04-15,2020-04-20,612.0,4/22/20 19:21,REP,13254,Donald Trump,38.0
65861,Beacon/Shaw,2.8,-1.1,Live Phone,,Michigan,2020-04-18,2020-04-21,801.0,4/22/20 18:12,REP,13254,Donald Trump,41.0
65901,PPP,1.4,0.0,IVR/Text,,Michigan,2020-04-20,2020-04-21,1277.0,4/23/20 13:55,REP,13254,Donald Trump,44.0
66008,PPP,1.4,0.0,IVR/Text,,Michigan,2020-04-28,2020-04-29,1270.0,4/30/20 15:33,REP,13254,Donald Trump,42.0
66400,Hodas & Associates,,,Live Phone,,Michigan,2020-05-01,2020-05-05,600.0,5/21/20 07:58,REP,13254,Donald Trump,42.17
66506,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,,Michigan,2020-05-10,2020-05-14,970.0,5/21/20 17:32,REP,13254,Donald Trump,39.0
66406,Change Research,1.4,0.6,Text-to-Web/Online Ad,,Michigan,2020-05-11,2020-05-17,3070.0,5/21/20 09:22,REP,13254,Donald Trump,44.21
66406,Change Research,1.4,0.6,Text-to-Web/Online Ad,,Michigan,2020-05-11,2020-05-17,3070.0,5/21/20 09:22,REP,13254,Donald Trump,46.0
66409,PPP,1.4,0.0,IVR/Text,,Michigan,2020-05-18,2020-05-19,1234.0,5/21/20 11:17,REP,13254,Donald Trump,45.0
67797,Morning Consult,1.9,-0.3,Online Opt-In Panel,,Michigan,2020-05-17,2020-05-26,1325.0,7/28/20 15:45,REP,13254,Donald Trump,42.0
66695,PPP,1.4,0.0,IVR/Text,,Michigan,2020-05-29,2020-05-30,1582.0,6/1/20 17:21,REP,13254,Donald Trump,44.0
66712,Change Research,1.4,0.6,Text-to-Web/Online Ad,,Michigan,2020-05-29,2020-05-31,620.0,6/3/20 09:00,REP,13254,Donald Trump,46.0
66748,EPIC/MRA,1.9,-0.7,Live Phone,,Michigan,2020-05-30,2020-06-03,600.0,6/7/20 07:56,REP,13254,Donald Trump,41.0
66816,EPIC/MRA,1.9,-0.7,Live Phone,,Michigan,2020-05-31,2020-06-04,600.0,6/16/20 06:51,REP,13254,Donald Trump,39.0
66769,Kiaer Research,1.4,0.5,IVR/Online Opt-In Panel,,Michigan,2020-05-31,2020-06-07,543.0,6/9/20 15:49,REP,13254,Donald Trump,35.0
66818,TIPP,1.8,-0.4,Online Opt-In Panel,,Michigan,2020-06-09,2020-06-12,859.0,6/16/20 07:02,REP,13254,Donald Trump,38.0
66818,TIPP,1.8,-0.4,Online Opt-In Panel,,Michigan,2020-06-09,2020-06-12,907.0,6/16/20 07:02,REP,13254,Donald Trump,37.0
66832,Change Research,1.4,0.6,Text-to-Web/Online Ad,,Michigan,2020-06-12,2020-06-14,353.0,6/17/20 06:02,REP,13254,Donald Trump,45.0
66908,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,,Michigan,2020-06-14,2020-06-16,826.0,6/25/20 11:49,REP,13254,Donald Trump,36.0
67831,TargetPoint,1.3,0.0,Live Phone/Online Opt-In Panel,,Michigan,2020-06-11,2020-06-16,1000.0,7/29/20 16:08,REP,13254,Donald Trump,33.0
66894,Siena/NYT,3.0,-1.5,Live Phone,,Michigan,2020-06-08,2020-06-17,610.0,6/25/20 05:03,REP,13254,Donald Trump,36.0
66860,Trafalgar Group,0.7,0.6,IVR/Live Phone/Text/Online Opt-In Panel/Email,,Michigan,2020-06-16,2020-06-18,1101.0,6/22/20 07:41,REP,13254,Donald Trump,45.3
66902,Hodas & Associates,,,Live Phone,,Michigan,2020-06-17,2020-06-20,600.0,6/25/20 10:00,REP,13254,Donald Trump,37.5
66975,PPP,1.4,0.0,IVR/Text,,Michigan,2020-06-26,2020-06-27,1237.0,7/1/20 17:33,REP,13254,Donald Trump,44.0
66958,Change Research,1.4,0.6,Text-to-Web/Online Ad,,Michigan,2020-06-26,2020-06-28,699.0,7/1/20 05:40,REP,13254,Donald Trump,43.0
70475,SurveyMonkey,2.0,0.2,Online Opt-In Panel,,Michigan,2020-06-08,2020-06-30,1238.0,10/3/20 01:15,REP,13254,Donald Trump,45.85
70475,SurveyMonkey,2.0,0.2,Online Opt-In Panel,,Michigan,2020-06-08,2020-06-30,1238.0,10/3/20 01:19,REP,13254,Donald Trump,43.92
67579,PPP,1.4,0.0,IVR/Text,,Michigan,2020-07-09,2020-07-10,1041.0,7/18/20 18:11,REP,13254,Donald Trump,44.0
67089,Change Research,1.4,0.6,Text-to-Web/Online Ad,,Michigan,2020-07-10,2020-07-12,824.0,7/15/20 05:38,REP,13254,Donald Trump,42.0
67625,Spry Strategies,1.5,0.2,IVR/Text-to-Web,,Michigan,2020-07-11,2020-07-16,700.0,7/22/20 18:47,REP,13254,Donald Trump,49.58
67906,Hodas & Associates,,,Live Phone,,Michigan,2020-07-13,2020-07-16,600.0,8/5/20 05:36,REP,13254,Donald Trump,40.5
67645,Beacon/Shaw,2.8,-1.1,Live Phone,,Michigan,2020-07-18,2020-07-20,756.0,7/23/20 18:04,REP,13254,Donald Trump,40.0
67655,Gravis Marketing (2020 and earlier),2.0,-0.9,IVR/Online Opt-In Panel,,Michigan,2020-07-22,2020-07-22,754.0,7/24/20 12:42,REP,13254,Donald Trump,42.0
67663,CNN/SSRS,2.8,-0.6,Live Phone,,Michigan,2020-07-18,2020-07-24,927.0,7/26/20 08:09,REP,13254,Donald Trump,40.0
67842,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,,Michigan,2020-07-19,2020-07-24,811.0,7/30/20 08:38,REP,13254,Donald Trump,37.0
67667,YouGov,3.0,-1.1,Online Matched Sample,,Michigan,2020-07-21,2020-07-24,1156.0,7/26/20 09:35,REP,13254,Donald Trump,42.0
67810,Change Research,1.4,0.6,Text-to-Web/Online Ad,,Michigan,2020-07-24,2020-07-26,413.0,7/29/20 05:35,REP,13254,Donald Trump,42.0
67689,Morning Consult,1.9,-0.3,Online Opt-In Panel,,Michigan,2020-07-17,2020-07-26,1320.0,7/28/20 06:44,REP,13254,Donald Trump,42.0
67875,PPP,1.4,0.0,IVR/Text,,Michigan,2020-07-28,2020-07-29,876.0,8/3/20 16:34,REP,13254,Donald Trump,43.0
67955,EPIC/MRA,1.9,-0.7,Live Phone,,Michigan,2020-07-25,2020-07-30,600.0,8/7/20 06:47,REP,13254,Donald Trump,40.0
70424,SurveyMonkey,2.0,0.2,Online Opt-In Panel,,Michigan,2020-07-01,2020-07-31,3083.0,10/3/20 01:07,REP,13254,Donald Trump,46.95
70424,SurveyMonkey,2.0,0.2,Online Opt-In Panel,,Michigan,2020-07-01,2020-07-31,3083.0,10/3/20 01:03,REP,13254,Donald Trump,48.26
67943,David Binder Research,1.7,-0.2,Text-to-Web,,Michigan,2020-07-30,2020-07-31,200.0,8/6/20 11:52,REP,13254,Donald Trump,41.0
68112,GQR,2.0,0.1,Live Phone,,Michigan,2020-07-30,2020-08-04,500.0,8/18/20 14:21,REP,13254,Donald Trump,43.0
67968,University of Wisconsin Elections Research Center/YouGov,,,Online Matched Sample,,Michigan,2020-07-27,2020-08-06,761.0,8/10/20 06:58,REP,13254,Donald Trump,43.0
68013,Change Research,1.4,0.6,Text-to-Web/Online Ad,,Michigan,2020-08-07,2020-08-09,413.0,8/12/20 05:35,REP,13254,Donald Trump,43.0
68483,Hodas & Associates,,,Live Phone,,Michigan,2020-08-11,2020-08-15,600.0,9/4/20 17:37,REP,13254,Donald Trump,40.93
68279,Morning Consult,1.9,-0.3,Online Opt-In Panel,,Michigan,2020-08-07,2020-08-16,1212.0,9/1/20 06:03,REP,13254,Donald Trump,44.0
68146,Civiqs,2.4,-0.2,Online Opt-In Panel/Online Ad,,Michigan,2020-08-13,2020-08-17,631.0,8/21/20 15:17,REP,13254,Donald Trump,46.0
68155,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,,Michigan,2020-08-16,2020-08-18,812.0,8/21/20 19:00,REP,13254,Donald Trump,38.0
68206,Change Research,1.4,0.6,Text-to-Web/Online Ad,,Michigan,2020-08-21,2020-08-23,809.0,8/26/20 05:30,REP,13254,Donald Trump,44.0
68238,Trafalgar Group,0.7,0.6,IVR/Live Phone/Text/Online Opt-In Panel/Email,,Michigan,2020-08-14,2020-08-23,1048.0,8/28/20 10:26,REP,13254,Donald Trump,46.6
68306,PPP,1.4,0.0,IVR/Text,,Michigan,2020-08-28,2020-08-29,897.0,9/1/20 15:24,REP,13254,Donald Trump,44.0
68289,Morning Consult,1.9,-0.3,Online Opt-In Panel,,Michigan,2020-08-21,2020-08-30,1424.0,9/1/20 06:03,REP,13254,Donald Trump,42.0
70374,SurveyMonkey,2.0,0.2,Online Opt-In Panel,,Michigan,2020-08-01,2020-08-31,2962.0,10/3/20 00:52,REP,13254,Donald Trump,47.05
70374,SurveyMonkey,2.0,0.2,Online Opt-In Panel,,Michigan,2020-08-01,2020-08-31,2962.0,10/3/20 00:48,REP,13254,Donald Trump,48.0
71756,Opinion Insight,2.0,-0.5,Live Phone,,Michigan,2020-08-30,2020-09-02,800.0,10/23/20 15:13,REP,13254,Donald Trump,44.0
68522,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,,Michigan,2020-08-30,2020-09-03,967.0,9/8/20 15:42,REP,13254,Donald Trump,40.0
68527,Glengariff Group Inc.,1.5,-0.2,Live Phone,,Michigan,2020-09-01,2020-09-03,600.0,9/8/20 17:03,REP,13254,Donald Trump,42.3
68586,Rasmussen,2.1,-0.5,IVR/Online Opt-In Panel,,Michigan,2020-09-02,2020-09-03,1000.0,9/10/20 11:02,REP,13254,Donald Trump,44.29
68535,Change Research,1.4,0.6,Text-to-Web/Online Ad,5.0,Michigan,2020-09-04,2020-09-06,876.0,9/9/20 05:37,REP,13254,Donald Trump,43.0
68546,Morning Consult,1.9,-0.3,Online Opt-In Panel,,Michigan,2020-08-29,2020-09-07,1455.0,9/9/20 06:06,REP,13254,Donald Trump,42.0
68582,Benenson Strategy Group/GS Strategy Group,,,Live Phone,,Michigan,2020-08-28,2020-09-08,1600.0,9/10/20 09:36,REP,13254,Donald Trump,43.0
69544,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,Michigan,2020-09-12,2020-09-14,930.0,9/18/20 13:58,REP,13254,Donald Trump,39.0
69535,Civiqs,2.4,-0.2,Online Opt-In Panel/Online Ad,8.0,Michigan,2020-09-11,2020-09-15,517.0,9/18/20 11:37,REP,13254,Donald Trump,42.0
69529,EPIC/MRA,1.9,-0.7,Live Phone,3.0,Michigan,2020-09-10,2020-09-15,600.0,9/18/20 06:05,REP,13254,Donald Trump,40.0
69661,Ipsos,2.8,-0.9,Probability Panel,9.5,Michigan,2020-09-11,2020-09-16,637.0,9/22/20 15:08,REP,13254,Donald Trump,44.0
69940,Data for Progress,2.6,-1.2,Online Opt-In Panel/Text-to-Web,4.5,Michigan,2020-09-14,2020-09-19,455.0,9/24/20 09:29,REP,13254,Donald Trump,44.0
69940,Data for Progress,2.6,-1.2,Online Opt-In Panel/Text-to-Web,4.5,Michigan,2020-09-14,2020-09-19,455.0,9/24/20 09:29,REP,13254,Donald Trump,42.0
