poll_id,pollster_id,pollster,pollster_rating_id,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sample_size,population,population_full,created_at,url,source,internal,partisan,race_id,cycle,office_type,seat_number,election_date,stage,nationwide_batch,ranked_choice_reallocated,hypothetical,party,answer,candidate_id,candidate_name,pct
89274,1424,Siena/NYT,448,3.0,-1.5,Live Phone,9.0,Michigan,10/29/24,11/2/24,998.0,lv,lv,11/3/24 09:22,https://www.nytimes.com/2024/11/03/us/politics/harris-trump-times-siena-poll.html,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,2.0
89274,1424,Siena/NYT,448,3.0,-1.5,Live Phone,9.0,Michigan,10/29/24,11/2/24,998.0,lv,lv,11/3/24 09:22,https://www.nytimes.com/2024/11/03/us/politics/harris-trump-times-siena-poll.html,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,IND,West,31097,Cornel West,0.0
89274,1424,Siena/NYT,448,3.0,-1.5,Live Phone,9.0,Michigan,10/29/24,11/2/24,998.0,lv,lv,11/3/24 09:22,https://www.nytimes.com/2024/11/03/us/politics/harris-trump-times-siena-poll.html,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,1.0
89312,317,Mitchell,213,2.4,-0.2,Text-to-Web,7.0,Michigan,10/29/24,11/2/24,585.0,lv,lv,11/3/24 21:48,https://mirs-uploads.s3.us-east-2.amazonaws.com/5931-MI%20STATEWIDE%20MITCHELL%20POLL%20-FIELD%20COPY%20-%20%20EXEC%20SUMMARY%20-%20CROSSTABS%20%20OF%20MI%20106PM%20%2011-3-24.pdf,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,49.0
89312,317,Mitchell,213,2.4,-0.2,Text-to-Web,7.0,Michigan,10/29/24,11/2/24,585.0,lv,lv,11/3/24 21:48,https://mirs-uploads.s3.us-east-2.amazonaws.com/5931-MI%20STATEWIDE%20MITCHELL%20POLL%20-FIELD%20COPY%20-%20%20EXEC%20SUMMARY%20-%20CROSSTABS%20%20OF%20MI%20106PM%20%2011-3-24.pdf,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,48.0
89312,317,Mitchell,213,2.4,-0.2,Text-to-Web,7.0,Michigan,10/29/24,11/2/24,585.0,lv,lv,11/3/24 21:48,https://mirs-uploads.s3.us-east-2.amazonaws.com/5931-MI%20STATEWIDE%20MITCHELL%20POLL%20-FIELD%20COPY%20-%20%20EXEC%20SUMMARY%20-%20CROSSTABS%20%20OF%20MI%20106PM%20%2011-3-24.pdf,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,IND,Kennedy,31042,Robert F. Kennedy,0.0
89312,317,Mitchell,213,2.4,-0.2,Text-to-Web,7.0,Michigan,10/29/24,11/2/24,585.0,lv,lv,11/3/24 21:48,https://mirs-uploads.s3.us-east-2.amazonaws.com/5931-MI%20STATEWIDE%20MITCHELL%20POLL%20-FIELD%20COPY%20-%20%20EXEC%20SUMMARY%20-%20CROSSTABS%20%20OF%20MI%20106PM%20%2011-3-24.pdf,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,1.0
89312,317,Mitchell,213,2.4,-0.2,Text-to-Web,7.0,Michigan,10/29/24,11/2/24,585.0,lv,lv,11/3/24 21:48,https://mirs-uploads.s3.us-east-2.amazonaws.com/5931-MI%20STATEWIDE%20MITCHELL%20POLL%20-FIELD%20COPY%20-%20%20EXEC%20SUMMARY%20-%20CROSSTABS%20%20OF%20MI%20106PM%20%2011-3-24.pdf,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,1.0
89312,317,Mitchell,213,2.4,-0.2,Text-to-Web,7.0,Michigan,10/29/24,11/2/24,585.0,lv,lv,11/3/24 21:48,https://mirs-uploads.s3.us-east-2.amazonaws.com/5931-MI%20STATEWIDE%20MITCHELL%20POLL%20-FIELD%20COPY%20-%20%20EXEC%20SUMMARY%20-%20CROSSTABS%20%20OF%20MI%20106PM%20%2011-3-24.pdf,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,IND,West,31097,Cornel West,1.0
89312,317,Mitchell,213,2.4,-0.2,Text-to-Web,7.0,Michigan,10/29/24,11/2/24,585.0,lv,lv,11/3/24 21:48,https://mirs-uploads.s3.us-east-2.amazonaws.com/5931-MI%20STATEWIDE%20MITCHELL%20POLL%20-FIELD%20COPY%20-%20%20EXEC%20SUMMARY%20-%20CROSSTABS%20%20OF%20MI%20106PM%20%2011-3-24.pdf,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,50.0
89312,317,Mitchell,213,2.4,-0.2,Text-to-Web,7.0,Michigan,10/29/24,11/2/24,585.0,lv,lv,11/3/24 21:48,https://mirs-uploads.s3.us-east-2.amazonaws.com/5931-MI%20STATEWIDE%20MITCHELL%20POLL%20-FIELD%20COPY%20-%20%20EXEC%20SUMMARY%20-%20CROSSTABS%20%20OF%20MI%20106PM%20%2011-3-24.pdf,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,48.0
89347,1801,Florida Atlantic University/Mainstreet Research,770,,,Online Opt-In Panel/Text,6.0,Michigan,10/25/24,11/2/24,713.0,lv,lv,11/4/24 10:30,https://www.fau.edu/newsdesk/articles/nov24midwestpennpoll.php,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,49.0
89347,1801,Florida Atlantic University/Mainstreet Research,770,,,Online Opt-In Panel/Text,6.0,Michigan,10/25/24,11/2/24,713.0,lv,lv,11/4/24 10:30,https://www.fau.edu/newsdesk/articles/nov24midwestpennpoll.php,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,47.0
89347,1801,Florida Atlantic University/Mainstreet Research,770,,,Online Opt-In Panel/Text,6.0,Michigan,10/25/24,11/2/24,733.0,rv,rv,11/4/24 11:31,https://www.fau.edu/newsdesk/articles/nov24midwestpennpoll.php,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,48.0
89347,1801,Florida Atlantic University/Mainstreet Research,770,,,Online Opt-In Panel/Text,6.0,Michigan,10/25/24,11/2/24,733.0,rv,rv,11/4/24 11:31,https://www.fau.edu/newsdesk/articles/nov24midwestpennpoll.php,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,46.0
89279,1741,ActiVote,721,,,App Panel,8.0,Michigan,10/8/24,11/2/24,400.0,lv,lv,11/3/24 09:22,https://www.activote.net/trump-leads-in-michigan/,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,49.7
89279,1741,ActiVote,721,,,App Panel,8.0,Michigan,10/8/24,11/2/24,400.0,lv,lv,11/3/24 09:22,https://www.activote.net/trump-leads-in-michigan/,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,50.3
89355,1859,Focaldata,837,,,Online Opt-In Panel,9.0,Michigan,10/3/24,11/1/24,2092.0,a,a,11/4/24 14:40,https://www.focaldata.com/blog/our-final-report-on-the-us-presidential-election,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,50.0
89355,1859,Focaldata,837,,,Online Opt-In Panel,9.0,Michigan,10/3/24,11/1/24,2092.0,a,a,11/4/24 14:40,https://www.focaldata.com/blog/our-final-report-on-the-us-presidential-election,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,44.0
89355,1859,Focaldata,837,,,Online Opt-In Panel,9.0,Michigan,10/3/24,11/1/24,2092.0,a,a,11/4/24 14:40,https://www.focaldata.com/blog/our-final-report-on-the-us-presidential-election,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,1.0
89355,1859,Focaldata,837,,,Online Opt-In Panel,9.0,Michigan,10/3/24,11/1/24,2092.0,a,a,11/4/24 14:40,https://www.focaldata.com/blog/our-final-report-on-the-us-presidential-election,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,1.0
89355,1859,Focaldata,837,,,Online Opt-In Panel,9.0,Michigan,10/3/24,11/1/24,1941.0,rv,rv,11/4/24 14:40,https://www.focaldata.com/blog/our-final-report-on-the-us-presidential-election,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,51.0
89355,1859,Focaldata,837,,,Online Opt-In Panel,9.0,Michigan,10/3/24,11/1/24,1941.0,rv,rv,11/4/24 14:40,https://www.focaldata.com/blog/our-final-report-on-the-us-presidential-election,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,44.0
89355,1859,Focaldata,837,,,Online Opt-In Panel,9.0,Michigan,10/3/24,11/1/24,1941.0,rv,rv,11/4/24 14:40,https://www.focaldata.com/blog/our-final-report-on-the-us-presidential-election,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,1.0
89355,1859,Focaldata,837,,,Online Opt-In Panel,9.0,Michigan,10/3/24,11/1/24,1941.0,rv,rv,11/4/24 14:40,https://www.focaldata.com/blog/our-final-report-on-the-us-presidential-election,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,1.0
89355,1859,Focaldata,837,,,Online Opt-In Panel,9.0,Michigan,10/3/24,11/1/24,2092.0,lv,lv,11/4/24 14:40,https://www.focaldata.com/blog/our-final-report-on-the-us-presidential-election,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,50.0
89355,1859,Focaldata,837,,,Online Opt-In Panel,9.0,Michigan,10/3/24,11/1/24,2092.0,lv,lv,11/4/24 14:40,https://www.focaldata.com/blog/our-final-report-on-the-us-presidential-election,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,45.0
89355,1859,Focaldata,837,,,Online Opt-In Panel,9.0,Michigan,10/3/24,11/1/24,2092.0,lv,lv,11/4/24 14:40,https://www.focaldata.com/blog/our-final-report-on-the-us-presidential-election,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,1.0
89355,1859,Focaldata,837,,,Online Opt-In Panel,9.0,Michigan,10/3/24,11/1/24,2092.0,lv,lv,11/4/24 14:40,https://www.focaldata.com/blog/our-final-report-on-the-us-presidential-election,,False,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,1.0
89145,1528,AtlasIntel,546,2.7,-0.8,Online Ad,6.0,Michigan,10/30/24,10/31/24,1136.0,lv,lv,10/31/24 15:46,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,48.3
89145,1528,AtlasIntel,546,2.7,-0.8,Online Ad,6.0,Michigan,10/30/24,10/31/24,1136.0,lv,lv,10/31/24 15:46,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,49.2
89145,1528,AtlasIntel,546,2.7,-0.8,Online Ad,6.0,Michigan,10/30/24,10/31/24,1136.0,lv,lv,10/31/24 15:46,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,1.7
89145,1528,AtlasIntel,546,2.7,-0.8,Online Ad,6.0,Michigan,10/30/24,10/31/24,1136.0,lv,lv,10/31/24 15:46,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,0.1
89145,1528,AtlasIntel,546,2.7,-0.8,Online Ad,6.0,Michigan,10/30/24,10/31/24,1136.0,lv,lv,10/31/24 15:46,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,48.7
89145,1528,AtlasIntel,546,2.7,-0.8,Online Ad,6.0,Michigan,10/30/24,10/31/24,1136.0,lv,lv,10/31/24 15:46,https://www.atlasintel.org/poll/usa-swing-states-2024-10-31,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,49.3
89207,356,OnMessage Inc.,239,1.1,0.2,,1.0,Michigan,10/29/24,10/31/24,800.0,lv,lv,11/1/24 16:31,https://www.semafor.com/newsletter/11/01/2024/the-view-from-the-swing-states,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,48.0
89207,356,OnMessage Inc.,239,1.1,0.2,,1.0,Michigan,10/29/24,10/31/24,800.0,lv,lv,11/1/24 16:31,https://www.semafor.com/newsletter/11/01/2024/the-view-from-the-swing-states,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,48.0
89190,1562,Redfield & Wilton Strategies,562,1.8,0.4,Online Opt-In Panel,9.0,Michigan,10/28/24,10/31/24,1731.0,lv,lv,11/1/24 14:24,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,47.0
89190,1562,Redfield & Wilton Strategies,562,1.8,0.4,Online Opt-In Panel,9.0,Michigan,10/28/24,10/31/24,1731.0,lv,lv,11/1/24 14:24,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,47.0
89190,1562,Redfield & Wilton Strategies,562,1.8,0.4,Online Opt-In Panel,9.0,Michigan,10/28/24,10/31/24,1731.0,lv,lv,11/1/24 14:24,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,LIB,Oliver,31790,Chase Oliver,1.0
89190,1562,Redfield & Wilton Strategies,562,1.8,0.4,Online Opt-In Panel,9.0,Michigan,10/28/24,10/31/24,1731.0,lv,lv,11/1/24 14:24,https://redfieldandwiltonstrategies.com/final-us-swing-states-voting-intention-28-31-october/,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,1.0
89201,568,YouGov,391,3.0,-1.1,Online Matched Sample,9.0,Michigan,10/25/24,10/31/24,985.0,rv,rv,11/1/24 16:15,https://d3nkl3psvxxpe9.cloudfront.net/documents/Times_SAY24_20241101.pdf,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,47.0
89201,568,YouGov,391,3.0,-1.1,Online Matched Sample,9.0,Michigan,10/25/24,10/31/24,985.0,rv,rv,11/1/24 16:15,https://d3nkl3psvxxpe9.cloudfront.net/documents/Times_SAY24_20241101.pdf,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,REP,Trump,16651,Donald Trump,45.0
89201,568,YouGov,391,3.0,-1.1,Online Matched Sample,9.0,Michigan,10/25/24,10/31/24,985.0,rv,rv,11/1/24 16:15,https://d3nkl3psvxxpe9.cloudfront.net/documents/Times_SAY24_20241101.pdf,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,GRE,Stein,31116,Jill Stein,2.0
89201,568,YouGov,391,3.0,-1.1,Online Matched Sample,9.0,Michigan,10/25/24,10/31/24,985.0,rv,rv,11/1/24 16:15,https://d3nkl3psvxxpe9.cloudfront.net/documents/Times_SAY24_20241101.pdf,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,IND,West,31097,Cornel West,0.0
89201,568,YouGov,391,3.0,-1.1,Online Matched Sample,9.0,Michigan,10/25/24,10/31/24,942.0,lv,lv,11/1/24 16:15,https://d3nkl3psvxxpe9.cloudfront.net/documents/Times_SAY24_20241101.pdf,,,,8820,2024,U.S. President,0,11/5/24,general,False,False,False,DEM,Harris,16661,Kamala Harris,48.0
